mobley_1017962 176.44
mobley_1019269 110.37
mobley_1034539 286.85
mobley_1036761 136.61
mobley_1046331 133.39
mobley_1075836 112.27
mobley_1079207 136.38
mobley_1107178 88.02
mobley_1139153 181.10
mobley_1144156 110.91
mobley_1160109 207.26
mobley_1178614 126.78
mobley_1189457 144.83
mobley_1199854 110.31
mobley_1231151 100.40
mobley_1235151 148.47
mobley_1244778 154.40
mobley_1261349 128.12
mobley_1278715 165.12
mobley_129464 197.77
mobley_1323538 207.95
mobley_1328465 109.89
mobley_1328936 171.20
mobley_1352110 264.47
mobley_1363784 139.54
mobley_1396156 199.67
mobley_1417007 258.05
mobley_1424265 146.46
mobley_1449384 189.10
mobley_1469079 218.54
mobley_1502181 214.15
mobley_1520842 117.57
mobley_1527293 264.35
mobley_1563176 124.18
mobley_1571523 149.98
mobley_1592519 198.27
mobley_1615431 158.60
mobley_1636752 45.49
mobley_1650157 112.46
mobley_1659169 99.01
mobley_1662128 98.78
mobley_1674094 129.15
mobley_1708457 92.49
mobley_1717215 67.98
mobley_1722522 155.98
mobley_1723043 150.19
mobley_1728386 130.45
mobley_172879 184.70
mobley_1733799 129.16
mobley_1735893 155.44
mobley_1743409 204.65
mobley_1755375 151.39
mobley_1760914 140.52
mobley_1770205 293.25
mobley_1781152 154.78
mobley_1792062 98.90
mobley_1800170 79.77
mobley_1803862 127.04
mobley_1821184 152.09
mobley_1827204 148.58
mobley_1838110 133.52
mobley_1849020 338.18
mobley_1855337 168.84
mobley_1857976 93.04
mobley_1858644 150.82
mobley_186894 101.81
mobley_1873346 124.73
mobley_1875719 127.83
mobley_1881249 127.64
mobley_1893815 127.98
mobley_1893937 164.70
mobley_1896013 137.10
mobley_1899443 141.40
mobley_1903702 111.11
mobley_1905088 143.51
mobley_1922649 238.11
mobley_1923244 106.32
mobley_1929982 35.52
mobley_194273 226.72
mobley_1944394 307.42
mobley_1952272 60.14
mobley_1963873 91.75
mobley_1967551 62.24
mobley_197466 116.97
mobley_1976156 213.54
mobley_1977493 99.79
mobley_1987439 168.10
mobley_2005792 183.38
mobley_2008055 63.16
mobley_2023925 141.65
mobley_2043882 170.86
mobley_2049967 103.39
mobley_20524 109.32
mobley_2068538 84.67
mobley_2078467 260.35
mobley_2099370 277.71
mobley_210639 111.77
mobley_2123854 127.62
mobley_2126135 152.33
mobley_2143011 120.37
mobley_2146331 41.17
mobley_2178600 143.03
mobley_2183616 188.39
mobley_2197088 237.56
mobley_2198613 78.20
mobley_2213823 148.14
mobley_2245668 110.45
mobley_2261979 178.84
mobley_2269032 247.49
mobley_2279874 124.87
mobley_2294995 90.51
mobley_2295058 156.63
mobley_2310185 67.52
mobley_2316618 265.09
mobley_2328633 216.11
mobley_2341732 154.84
mobley_2354112 152.64
mobley_2364370 155.64
mobley_2371092 136.91
mobley_2390199 171.11
mobley_2402487 183.15
mobley_2410897 68.36
mobley_2422586 111.08
mobley_242480 223.17
mobley_2451097 121.57
mobley_2457863 134.48
mobley_2481002 111.97
mobley_2484519 140.18
mobley_2487143 150.31
mobley_2489709 136.22
mobley_2492140 145.95
mobley_2493732 88.69
mobley_2501588 347.86
mobley_2517158 189.20
mobley_2518989 389.35
mobley_2523689 203.82
mobley_252413 169.31
mobley_2577969 216.72
mobley_2607611 199.27
mobley_2609604 168.75
mobley_2613240 157.73
mobley_2636578 141.03
mobley_2659552 198.96
mobley_2661134 127.70
mobley_2681549 152.72
mobley_2689721 129.25
mobley_2693089 174.93
mobley_2725215 346.07
mobley_2725802 140.39
mobley_2727678 123.26
mobley_2751110 129.38
mobley_2763835 151.97
mobley_2771569 123.58
mobley_2782339 137.83
mobley_2784376 74.45
mobley_2789243 112.17
mobley_2792521 139.55
mobley_2802855 124.62
mobley_282648 152.78
mobley_2837389 79.97
mobley_2844990 251.16
mobley_2845466 251.27
mobley_2850833 128.82
mobley_2859600 136.97
mobley_2864987 133.47
mobley_2881590 134.20
mobley_2913224 183.39
mobley_2923700 152.66
mobley_2925352 130.65
mobley_2929847 132.49
mobley_2958326 156.26
mobley_2960202 283.33
mobley_296847 95.51
mobley_2972345 212.11
mobley_2972906 91.19
mobley_299266 97.82
mobley_2996632 88.81
mobley_3006808 87.61
mobley_303222 76.34
mobley_3034976 68.40
mobley_3040612 166.10
mobley_3047364 252.24
mobley_3053621 103.33
mobley_3060426 210.45
mobley_3083321 94.77
mobley_3105103 216.04
mobley_313406 89.34
mobley_3144334 152.08
mobley_3151666 240.59
mobley_3167746 192.50
mobley_3169935 127.70
mobley_3183805 167.26
mobley_3187514 132.87
mobley_3201701 264.81
mobley_3210206 141.04
mobley_3211679 121.22
mobley_3234716 146.42
mobley_3259411 98.72
mobley_3264884 160.76
mobley_3265457 204.51
mobley_3266352 190.49
mobley_3269565 110.55
mobley_3269819 302.52
mobley_3274817 239.10
mobley_3318135 214.79
mobley_3323117 118.50
mobley_3325209 211.71
mobley_3359593 199.55
mobley_3370989 75.59
mobley_337666 104.45
mobley_3378420 219.22
mobley_3395921 113.43
mobley_3398536 129.80
mobley_3414356 154.24
mobley_3425174 61.81
mobley_3452749 163.76
mobley_349850 167.64
mobley_3515580 134.86
mobley_352111 159.71
mobley_3525176 212.44
mobley_3546460 154.11
mobley_3572203 198.77
mobley_3573480 171.83
mobley_3589456 163.05
mobley_36119 196.88
mobley_3639400 121.19
mobley_3663158 158.30
mobley_3682850 129.59
mobley_3686115 161.29
mobley_3690931 177.05
mobley_3709920 206.89
mobley_3715043 192.07
mobley_3727287 111.71
mobley_3738859 146.81
mobley_3746675 160.30
mobley_3761215 113.03
mobley_3762186 70.88
mobley_3775790 102.37
mobley_3777264 131.68
mobley_3802803 178.24
mobley_3843583 160.17
mobley_3867265 84.60
mobley_3968043 109.19
mobley_3968739 150.74
mobley_3969312 124.08
mobley_397645 173.79
mobley_3976574 266.65
mobley_3980099 152.43
mobley_3982371 90.52
mobley_3999471 94.31
mobley_4013838 175.20
mobley_4035953 130.17
mobley_4039055 116.46
mobley_4043951 119.42
mobley_4043987 169.56
mobley_4059279 145.76
mobley_4149784 218.97
mobley_4177472 189.25
mobley_4188615 177.86
mobley_4193752 123.90
mobley_4218209 136.81
mobley_4219614 168.63
mobley_4252724 189.83
mobley_4287564 117.68
mobley_4291494 112.36
mobley_430089 107.02
mobley_4305650 80.88
mobley_4338603 113.57
mobley_4364398 65.42
mobley_4371692 221.13
mobley_4375719 214.61
mobley_4395315 146.71
mobley_4434915 55.94
mobley_4463913 164.66
mobley_4465023 85.29
mobley_4479135 223.56
mobley_4483973 110.95
mobley_4494568 144.55
mobley_4506634 117.98
mobley_4553008 136.26
mobley_4561957 147.70
mobley_4584540 139.48
mobley_4587267 179.34
mobley_4603202 139.15
mobley_4609460 179.66
mobley_4613090 181.31
mobley_4620651 123.42
mobley_4630641 114.98
mobley_4639255 70.95
mobley_4678740 187.56
mobley_4683624 174.81
mobley_4687447 136.30
mobley_468867 288.71
mobley_4690963 158.05
mobley_4694328 192.71
mobley_4699732 115.73
mobley_4715906 170.56
mobley_4759887 196.18
mobley_4762983 163.57
mobley_4780078 152.50
mobley_4792268 133.33
mobley_4845722 201.63
mobley_4850657 90.72
mobley_486214 163.57
mobley_4883284 111.70
mobley_4884177 139.56
mobley_4893032 124.60
mobley_4924862 153.84
mobley_49274 149.91
